item_code,uom,candidate_page_url,source_owner,rights_status,match_confidence,review_status,notes,candidate_image_url,image_url,local_asset_path,checksum
BOS-0601-375-6L0,UNIT,https://www.bosch-pt.com.my/my/media/country_content/services/downloads/catalogues/bosch_pt_programme_jan21.pdf,Bosch Malaysia,pending,A,candidate,Official catalogue matches GWS 060 and order number 0 601 375 6L0; commercial image permission still required.
JOV-WAT-HEA-SA20E,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html,Joven Marketing Sdn Bhd,pending,A,candidate,Official SA Series page lists SA20e; obtain dealer media permission before download.
JOV-WAT-HEA-SA8E,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sa-series.html,Joven Marketing Sdn Bhd,pending,A,candidate,Official SA Series page lists SA8e; obtain dealer media permission before download.
JOV-WAT-HEA-SL30E-WHI-RS,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official page confirms SL30e-RS but stocked white finish and package contents still need visual verification.
JOV-WAT-HEA-SL30IP-BLK,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official page confirms SL30iP but black finish and package contents still need visual verification.
JOV-WAT-HEA-SL30IP-BLK-RS,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official page confirms SL30iP-RS but black finish and package contents still need visual verification.
JOV-WAT-HEA-SL30IP-WHI,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official page confirms SL30iP but white finish and package contents still need visual verification.
JOV-WAT-HEA-SL30IP-WHI-RS,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sl30-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official page confirms SL30iP-RS but white finish and package contents still need visual verification.
SIN-SOR-SRTKS2406,PCS,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf,Sorento,pending,A,candidate,Official Sorento catalogue contains exact model SRTKS2406; commercial image permission still required.
SIN-SOR-SRTKS2408,PCS,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf,Sorento,pending,A,candidate,Official Sorento catalogue contains exact model SRTKS2408; commercial image permission still required.
TOI-TRP-WC2110A-P,SET,https://saniware.com/product-category/water-closet/page/8/,Saniware,pending,C,candidate,Official site confirms WC-2110A family but found S-trap variants; P180 configuration still needs exact verification.
TOI-TRP-WC-2122A-P,SET,https://saniware.com/product-category/water-closet/page/8/,Saniware,pending,C,candidate,Official site confirms WC-2122A family but found S-trap variants; P180 configuration still needs exact verification.
FAN-CEI-DEKA-CF5DCL46MB12,UNIT,https://deka.my/wp-content/uploads/2026/01/F5-DC-PRO-DX-PRO-IM.pdf,Deka,pending,C,candidate,Official F5 DC Pro manual confirms product family; 46-inch matt-black package must be verified.
NIP-MAT-W9102-18L,DRUM,https://www.nipponpaint.com.my/product/super-matex/,Nippon Paint Malaysia,pending,C,candidate,Official product page confirms Super Matex but 18L BS 9102 packaging and colour need exact visual verification.
NIP-SEA-5100-20L,DRUM,https://professional.nipponpaint.com.my/case-study/the-key-benefits-of-waterproofing,Nippon Paint Malaysia,pending,C,candidate,Official site confirms 5100 Wall Sealer but current 18L packaging needs exact visual verification.
NIP-SAT-GLO-18L-145,CAN,https://professional.nipponpaint.com.my/case-study/the-key-benefits-of-waterproofing,Nippon Paint Malaysia,pending,C,candidate,Official site confirms Satin Glo but 18L 145 White packaging needs exact visual verification.
FAN-STA-KHI-SF1682,SET,https://khind.com.my/products/khind-12-and-16-real-guard-lock,Khind Malaysia,pending,C,candidate,Official spare-part page confirms SF1682 as a valid model but is not a product-image source.
KHI-COO-RC3636,SET,https://khind.com.my/products/khind-rice-cooker-rc360,Khind Malaysia,pending,C,rejected,AutoCount description and original model data conflict with the official RC360/RC365 family; owner photo or exact label check required.
JOV-WAT-HEA-SB11IP-BLK-RS,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sb11-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official SB11 page confirms SB11iP-RS; stocked black finish and electrical loading still need label verification.
JOV-WAT-HEA-SB11IP-WHI,PCS,https://www.joven-electric.com/my/products/instant-water-heater/sb11-series.html,Joven Marketing Sdn Bhd,pending,C,candidate,Official SB11 page confirms SB11iP; stocked white finish and electrical loading still need label verification.
SHO-SOR-SRTSA830,PCS,https://sorento.com.my/bathroom/shower-bidet/shower-arm/srtsa830-detail,Sorento,pending,A,candidate,Official product page matches SRTSA830 and 450mm SS304 shower arm.
SHO-SOR-SRTSA860-GM,PCS,https://www.sorento.com.my/media/attachments/2024/09/19/sorento-catalog-2024.pdf,Sorento,pending,A,candidate,Official catalogue matches SRTSA860-GM 400mm gunmetal SS304 shower arm.
SHO-SOR-SRTWT2634,PCS,https://www.sorento.com.my/index.php/bathroom/shower-bidet/exposed-shower-set/srtwt2634-detail,Sorento,pending,A,candidate,Official product page matches SRTWT2634 three-way exposed shower set.
SHO-SOR-SRTWT2634-RG,PCS,https://sorento.com.my/bathroom/shower-bidet/exposed-shower-set/srtwt2634-rg-detail,Sorento,pending,A,candidate,Official product page matches SRTWT2634-RG black and rose-gold exposed shower set.
